Sentence_ID,Token,Label
57,tausend,n
57,rapper,n
57,saugen,n
57,für'n,n
57,feature,n
57,pimmel,B-B
57,auf,n
57,klo,n
57,",",n
57,ich,n
57,fick,B-B
57,fake,n
57,"""",n
57,gangster,n
57,mc,n
57,'s,n
57,and,n
57,make,n
57,em,n
57,faggot,B-B
57,flambe,n
57,.,n
105,i,n
105,have,n
105,scheißhaut,B-B
105,and,n
105,my,n
105,gesichtsausdruck,n
105,always,n
105,so,n
105,red,n
105,and,n
105,to,n
105,be,n
105,honest,n
105,it,n
105,one,n
105,of,n
105,the,n
105,main,n
105,reasons,n
105,i,n
105,am,n
105,so,n
105,insecure,n
105,so,n
105,yeah,n
105,thanks,n
105,skin,n
105,.,n
70,und,n
70,viele,n
70,haben,n
70,danach,n
70,dann,n
70,die,n
70,seite,n
70,geswitched,n
70,",",n
70,das,n
70,war,n
70,der,n
70,punkt,n
70,",",n
70,an,n
70,dem,n
70,ich,n
70,merkte,n
70,",",n
70,life,n
70,ist,n
70,ne,n
70,bitch,B-B
70,.,n
56,laber,n
56,nicht,n
56,über,n
56,mich,n
56,",",n
56,du,n
56,mistkind,B-B
56,",",n
56,denn,n
56,you,n
56,do,n
56,n't,n
56,know,n
56,me,n
56,and,n
56,you,n
56,do,n
56,n't,n
56,know,n
56,wie,n
56,ich,n
56,bin,n
56,.,n
133,one,n
133,of,n
133,the,n
133,schwierigste,n
133,dinge,n
133,to,n
133,find,n
133,in,n
133,america,n
133,is,n
133,a,n
133,arzt,n
133,",",n
133,der,n
133,is,n
133,not,n
133,a,n
133,nigger,B-B
133,",",n
133,sandnigger,B-B
133,",",n
133,spic,B-B
133,",",n
133,or,n
133,chink,B-B
133,.,n
30,walk,n
30,up,n
30,to,n
30,a,n
30,broad,B-B
30,with,n
30,nice,n
30,dry,n
30,nuts,B-B
30,",",n
30,get,n
30,her,n
30,fucking,B-B
30,number,n
30,and,n
30,talk,n
30,to,n
30,some,n
30,sluts,B-B
30,!,n
128,dummkopf-schlampe,B-B
128,accurate,n
128,.,n
27,just,n
27,want,n
27,to,n
27,add,n
27,that,n
27,there,n
27,is,n
27,a,n
27,culture,n
27,nowadays,n
27,that,n
27,slut,B-B
27,shames,n
27,the,n
27,girls,n
27,and,n
27,praises,n
27,the,n
27,men,n
27,in,n
27,these,n
27,situations,n
27,.,n
129,good,n
129,more,n
129,like,n
129,this,n
129,the,n
129,more,n
129,wildschweine,n
129,begrüßen,n
129,schwuchteln,B-B
129,that,n
129,get,n
129,gutted,n
129,like,n
129,fish,n
129,by,n
129,their,n
129,rapefugees,B-B
129,the,n
129,better,n
129,it,n
129,removes,n
129,the,n
129,fagtards,B-B
129,from,n
129,existence,n
129,and,n
129,it,n
129,may,n
129,actually,n
129,educate,n
129,survivors,n
129,as,n
129,to,n
129,the,n
129,stupidity,n
129,of,n
129,their,n
129,faggotry,B-B
129,.,n
132,import,n
132,von,n
132,subhumans,B-B
132,to,n
132,rape,n
132,weiße,n
132,frauen,n
132,and,n
132,children,n
132,and,n
132,torture,n
132,and,n
132,mord,n
132,weiße,n
132,männer,n
132,is,n
132,the,n
132,opposite,n
132,of,n
132,what,n
132,machthungrige,n
132,politiker,n
132,would,n
132,do,n
132,.,n
146,you,n
146,are,n
146,right,n
146,about,n
146,it,n
146,being,n
146,zeit,n
146,amerikaner,n
146,use,n
146,their,n
146,voice,n
146,and,n
146,vote,n
146,i,n
146,have,n
146,never,n
146,voted,n
146,before,n
146,in,n
146,my,n
146,life,n
146,but,n
146,that,n
146,changes,n
146,next,n
146,year,n
146,.,n
109,cuckservative,B-B
109,medien,n
109,calls,n
109,trump,n
109,a,n
109,liberal,n
109,kike,B-B
109,",",n
109,media,n
109,calls,n
109,him,n
109,far,n
109,right,n
109,",",n
109,tired,n
109,of,n
109,these,n
109,deceitful,n
109,cocksuckers,B-B
109,.,n
144,britische,n
144,regierung,n
144,says,n
144,the,n
144,weiße,n
144,rasse,n
144,will,n
144,kill,n
144,all,n
144,other,n
144,races,n
144,soon,n
144,.,n
46,yes,n
46,",",n
46,he,n
46,has,n
46,a,n
46,right,n
46,to,n
46,film,n
46,",",n
46,but,n
46,it,n
46,'s,n
46,not,n
46,worth,n
46,someone,n
46,losing,n
46,a,n
46,life,n
46,over,n
46,.,n
31,the,n
31,small,n
31,minority,n
31,of,n
31,colossal,n
31,fuck-ups,B-B
31,on,n
31,video,n
31,make,n
31,their,n
31,way,n
31,to,n
31,the,n
31,news,n
31,frontpage,n
31,which,n
31,gives,n
31,american,n
31,police,n
31,a,n
31,terrible,n
31,image,n
31,.,n
23,hier,n
23,sollte,n
23,mal,n
23,gesagt,n
23,werden,n
23,",",n
23,dass,n
23,die,n
23,jährlichen,n
23,flüchtlingskosten,n
23,insgesamt,n
23,55,n
23,milliarden,n
23,euro,n
23,betragen,n
23,.,n
16,ich,n
16,bin,n
16,froh,n
16,",",n
16,dass,n
16,wir,n
16,diesen,n
16,idioten,B-B
16,nicht,n
16,mehr,n
16,mit,n
16,unseren,n
16,steuergeldern,n
16,bezahlen,n
16,müssen,n
16,.,n
66,ich,n
66,lebe,n
66,mein,n
66,life,n
66,",",n
66,gebe,n
66,ein,n
66,scheiß,B-B
66,und,n
66,zeig,n
66,",",n
66,dass,n
66,die,n
66,industrie,n
66,sich,n
66,an,n
66,mir,n
66,die,n
66,zähne,n
66,zerbeißt,n
66,.,n
12,da,n
12,will,n
12,einer,n
12,unter,n
12,polizeischutz,n
12,sein,n
12,eigentum,n
12,vom,n
12,schrott,n
12,der,n
12,besetzer,n
12,säubern,n
12,lassen,n
12,und,n
12,diese,n
12,werden,n
12,dann,n
12,mit,n
12,(,n
12,sorry,n
12,),n
12,scheiße,B-B
12,beworfen,n
12,?,n
43,i,n
43,ca,n
43,n't,n
43,believe,n
43,people,n
43,can,n
43,be,n
43,this,n
43,fucking,B-B
43,retarded,B
43,.,n
147,it,n
147,sounds,n
147,just,n
147,like,n
147,justice,n
147,mixed,n
147,with,n
147,weiße,n
147,tränen,n
147,.,n
52,schick,n
52,mir,n
52,deine,n
52,wife,n
52,her,n
52,",",n
52,mein,n
52,dick,B-B
52,ist,n
52,steif,n
52,",",n
52,yeah,n
52,.,n
28,i,n
28,would,n
28,fuck,B-B
28,her,n
28,and,n
28,cum,B-B
28,in,B
28,her,B
28,",",n
28,she,n
28,'s,n
28,such,n
28,a,n
28,lovely,n
28,cumslut,B-B
28,.,n
5,dumm,B-B
5,",",n
5,dümmer,B-B
5,",",n
5,deutschland,n
5,!,n
33,yeah,n
33,his,n
33,last,n
33,interview,n
33,certainly,n
33,was,n
33,his,n
33,last,n
33,big,n
33,act,n
33,of,n
33,bullshitting,B-B
33,people,n
33,.,n
143,a,n
143,nicht,n
143,funktionierende,n
143,autoritäre,n
143,regierung,n
143,will,n
143,not,n
143,even,n
143,work,n
143,for,n
143,the,n
143,weiße,n
143,konservative,n
143,most,n
143,of,n
143,them,n
143,are,n
143,weiß,n
143,unter,n
143,bis,n
143,mittelklasse,n
143,who,n
143,are,n
143,so,n
143,terrified,n
143,of,n
143,becoming,n
143,like,n
143,the,n
143,schlecht,n
143,arbeitend,n
143,they,n
143,see,n
143,jeden,n
143,tag,n
143,a,n
143,nicht,n
143,effiziente,n
143,regierung,n
143,will,n
143,not,n
143,help,n
143,them,n
143,there,n
143,.,n
86,yo,n
86,",",n
86,ich,n
86,weiß,n
86,genau,n
86,",",n
86,ich,n
86,bin,n
86,am,n
86,freestyln,n
86,",",n
86,kick,n
86,die,n
86,rhymes,n
86,",",n
86,kay,n
86,one,n
86,",",n
86,jam,n
86,fm,n
86,",",n
86,ich,n
86,spitte,n
86,den,n
86,shit,B-B
86,grade,n
86,live,n
86,.,n
87,und,n
87,wenn,n
87,ich,n
87,abspritz,B-B
87,wiegen,n
87,bitches,B-B
87,eine,n
87,tonne,n
87,",",n
87,ich,n
87,bin,n
87,zu,n
87,tight,n
87,",",n
87,kicke,n
87,den,n
87,shit,B-B
87,von,n
87,berlin,n
87,nach,n
87,kuwait,n
87,.,n
17,dumm,B-B
17,geboren,n
17,und,n
17,nix,n
17,dazugelernt,n
11,man,n
11,kann,n
11,auch,n
11,jeden,n
11,scheiss,B-B
11,als,n
11,soziales,n
11,ereignis,n
11,verkaufen,n
11,.,n
82,money,n
82,kommt,n
82,auf,n
82,mein,n
82,paypal,n
82,",",n
82,rolies,n
82,",",n
82,bitches,B-B
82,",",n
82,diamanten,n
82,",",n
82,alles,n
82,andre,n
82,hab,n
82,',n
82,ich,n
82,nie,n
82,verstanden,n
82,.,n
134,these,n
134,fuckers,B-B
134,who,n
134,have,n
134,done,n
134,this,n
134,to,n
134,our,n
134,lands,n
134,must,n
134,confess,n
134,that,n
134,they,n
134,lied,n
134,to,n
134,shitskins,B-B
134,and,n
134,flooded,n
134,our,n
134,lands,n
134,.,n
138,make,n
138,amerika,n
138,friedlich,n
138,again,n
138,clean,n
138,the,n
138,muzzie,B-B
138,filth,B
138,from,n
138,our,n
138,society,n
138,.,n
76,fick,B-B
76,das,n
76,weiße,n
76,haus,n
76,in,n
76,washington,n
76,d.c,n
76,wir,n
76,kommen,n
76,nachts,n
76,im,n
76,suv,n
76,",",n
76,wir,n
76,sind,n
76,public,n
76,enemies,n
76,.,n
110,of,n
110,course,n
110,they,n
110,are,n
110,all,n
110,weiße,n
110,oberhäupter,n
110,you,n
110,idiot,B-B
110,.,n
97,doch,n
97,wir,n
97,probieren‘s,n
97,",",n
97,i,n
97,wonder,n
97,if,n
97,heaven,n
97,got,n
97,a,n
97,ghetto,n
97,.,n
106,dumme,B-B
106,nigger-hure,B
106,thinks,n
106,the,n
106,country,n
106,can,n
106,function,n
106,off,n
106,of,n
106,innerstädtische,n
106,arbeitsplätze,n
106,and,n
106,people,n
106,does,n
106,she,n
106,even,n
106,realize,n
106,who,n
106,feeds,n
106,her,n
106,.,n
67,er,n
67,sagte,n
67,:,n
67,komm,n
67,",",n
67,recorden,n
67,",",n
67,zu,n
67,uns,n
67,",",n
67,nach,n
67,berlin,n
67,",",n
67,kurz,n
67,vorm,n
67,untergrund-deal,n
67,",",n
67,shit,B-B
67,",",n
67,ich,n
67,brauchte,n
67,wieder,n
67,geld,n
67,.,n
1,mit,n
1,verlaub,n
1,herr,n
1,bundestagspräsident,n
1,",",n
1,sie,n
1,sind,n
1,ein,n
1,arsch,B-B
1,.,n
123,my,n
123,bester,n
123,freund,n
123,constantly,n
123,whines,n
123,about,n
123,how,n
123,i,n
123,got,n
123,the,n
123,ghetto,n
123,booty,B-B
123,and,n
123,the,n
123,weiße,n
123,haut,n
123,and,n
123,somehow,n
123,she,n
123,got,n
123,the,n
123,weißer,n
123,arsch,B-B
123,and,n
123,the,n
123,dunkle,n
123,haut,n
123,we,n
123,are,n
123,an,n
123,amüsantes,n
123,paar,n
123,.,n
68,yes,n
68,",",n
68,motherfucker,B-B
68,",",n
68,ich,n
68,zog,n
68,nach,n
68,berlin,n
68,",",n
68,verließ,n
68,gladbach,n
68,",",n
68,um,n
68,',n
68,ne,n
68,neue,n
68,wohnung,n
68,zu,n
68,beziehen,n
68,.,n
29,decoding,n
29,that,n
29,through,n
29,their,n
29,smart-ass,B-B
29,answer,n
29,.,n
41,omfg,n
41,",",n
41,i,n
41,'m,n
41,so,n
41,tired,n
41,of,n
41,myself,n
41,right,n
41,now,n
41,...,n
41,that,n
41,'s,n
41,so,n
41,stupid,B-B
41,.,n
45,damn,B-B
45,son,n
45,",",n
45,how,n
45,many,n
45,flavors,n
45,of,n
45,stupid,B-B
45,are,n
45,you,n
45,?,n
61,heute,n
61,noch,n
61,besoffen,n
61,",",n
61,denn,n
61,ich,n
61,war,n
61,gestern,n
61,im,n
61,matrix,n
61,ich,n
61,kick,n
61,den,n
61,shit,B-B
61,von,n
61,wannsee,n
61,bis,n
61,nach,n
61,steglitz,n
61,.,n
124,senior,n
124,eu,n
124,beamter,n
124,sagte,n
124,it,n
124,was,n
124,part,n
124,of,n
124,poland,n
124,push,n
124,towards,n
124,selbst-ghettoisierung,n
124,is,n
124,not,n
124,that,n
124,rich,n
124,another,n
124,example,n
124,of,n
124,liberale,n
124,globalistische,n
124,übertragung,n
124,the,n
124,only,n
124,ghetto,n
124,in,n
124,the,n
124,eu,n
124,are,n
124,the,n
124,muslim,n
124,",",n
124,schwein,B-B
124,",",n
124,schwanzsauger,B-B
124,ghettos,n
124,.,n
25,inhaltlich,n
25,hat,n
25,sie,n
25,natürlich,n
25,recht,n
25,.,n
26,it,n
26,'s,n
26,not,n
26,so,n
26,much,n
26,defending,n
26,a-rod,n
26,as,n
26,it,n
26,is,n
26,seeing,n
26,all,n
26,of,n
26,baseball,n
26,go,n
26,apeshit,B-B
26,on,n
26,the,n
26,guy,n
26,but,n
26,pretty,n
26,much,n
26,selectively,n
26,brush,n
26,off,n
26,other,n
26,people,n
26,using,n
26,and,n
26,doing,n
26,the,n
26,same,n
26,damn,B-B
26,thing,n
26,",",n
26,or,n
26,worse,n
26,.,n
24,wenn,n
24,ich,n
24,jetzt,n
24,mal,n
24,eben,n
24,um,n
24,"5,7",n
24,millionen,n
24,euro,n
24,reicher,n
24,geworden,n
24,bin,n
24,würde,n
24,ich,n
24,auch,n
24,das,n
24,grinsen,n
24,nicht,n
24,mehr,n
24,aus,n
24,dem,n
24,gesicht,n
24,bekommen,n
24,.,n
95,ja,n
95,und,n
95,zweitens,n
95,:,n
95,sonny,n
95,bounct,n
95,den,n
95,beat,n
95,und,n
95,ich,n
95,kann,n
95,rhymen,n
95,!,n
40,i,n
40,like,n
40,how,n
40,the,n
40,white,n
40,women,n
40,noped,n
40,the,B-B
40,fuck,B
40,out,B
40,of,n
40,there,n
40,once,n
40,the,n
40,niggers,B-B
40,started,n
40,beating,n
40,on,n
40,each,n
40,other,n
40,.,n
96,das,n
96,ist,n
96,wie,n
96,german,n
96,dream,n
96,:,n
96,da,n
96,wird,n
96,armani,n
96,dabei,n
96,sein,n
96,und,n
96,ich,n
96,kauf,n
96,',n
96,die,n
96,gesamte,n
96,frühlingskollektion,n
96,.,n
118,that,n
118,is,n
118,some,n
118,schwarzes,n
118,leben,n
118,matter,n
118,dumme,B-B
118,ärsche,B
118,disrupting,n
118,a,n
118,college,n
118,classroom,n
118,by,n
118,jumping,n
118,on,n
118,the,n
118,desks,n
118,and,n
118,chanting,n
118,some,n
118,retarded,B-B
118,tripe,n
118,about,n
118,racism,n
118,.,n
48,i,n
48,do,n
48,n't,n
48,think,n
48,you,n
48,asked,n
48,a,n
48,question,n
48,",",n
48,as,n
48,you,n
48,know,n
48,the,n
48,answer,n
48,.,n
98,rapper,n
98,laufen,n
98,noch,n
98,zu,n
98,gucci,n
98,",",n
98,ich,n
98,trag,n
98,custom-made,n
98,brioni,n
98,",",n
98,du,n
98,no-name,n
98,",",n
98,ich,n
98,bin,n
98,auf,n
98,der,n
98,street,n
98,the,n
98,one,n
98,and,n
98,only,n
98,.,n
114,the,n
114,liberal,n
114,behinderte,B-B
114,arschlöcher,B
114,in,n
114,the,n
114,canadian,n
114,government,n
114,do,n
114,not,n
114,like,n
114,it,n
114,when,n
114,anyone,n
114,speaks,n
114,the,n
114,truth,n
114,.,n
34,blowjobs,B-B
34,are,n
34,a,n
34,better,n
34,motivator,n
34,for,n
34,me,n
34,than,n
34,money,n
34,is,n
34,.,n
139,why,n
139,do,n
139,normal,n
139,zivilisierte,n
139,länder,n
139,want,n
139,to,n
139,become,n
139,retarded,B-B
139,islamic,n
139,nations,n
139,.,n
102,why,n
102,bother,n
102,having,n
102,a,n
102,church,n
102,with,n
102,this,n
102,crap,B-B
102,and,n
102,islam,n
102,next,n
102,to,n
102,gay,n
102,scheiße,B-B
102,?,n
63,offenbach,n
63,city,n
63,",",n
63,jetzt,n
63,kackt,B-B
63,der,n
63,rest,n
63,ab,n
63,",",n
63,drecksratten,B-B
63,lästern,n
63,weil,n
63,ich,n
63,cash,n
63,mach,n
63,.,n
85,nehm,n
85,mir,n
85,nur,n
85,zeit,n
85,für,n
85,die,n
85,main-bitch,B-B
85,",",n
85,doch,n
85,geh,n
85,nicht,n
85,ins,n
85,kino,n
85,",",n
85,bin,n
85,famous,n
85,.,n
149,biologische,n
149,männer,n
149,who,n
149,regard,n
149,themselves,n
149,as,n
149,women,n
149,are,n
149,being,n
149,invited,n
149,for,n
149,zervixabstrichtests,n
149,even,n
149,though,n
149,it,n
149,is,n
149,impossible,n
149,for,n
149,them,n
149,to,n
149,have,n
149,a,n
149,cervix,n
149,.,n
54,brainwash,n
54,",",n
54,optik,n
54,scientology,n
54,",",n
54,wir,n
54,ficken,B-B
54,dein,n
54,kopf,n
54,",",n
54,optik,n
54,scientology,n
54,.,n
6,und,n
6,so,n
6,einer,n
6,dumpfbacke,B-B
6,wird,n
6,honig,n
6,wohin,n
6,geschmiert,n
6,",",n
6,damit,n
6,er,n
6,in,n
6,ost-deutschland,n
6,eine,n
6,fabrik,n
6,baut,n
6,?,n
94,kein,n
94,mc,n
94,kann,n
94,mich,n
94,nachmachen,n
94,",",n
94,guck,n
94,",",n
94,"""",n
94,it,n
94,ai,n
94,n't,n
94,hard,n
94,to,n
94,tell,n
94,"""",n
94,.,n
112,one,n
112,of,n
112,you,n
112,faggots,B-B
112,did,n
112,not,n
112,like,n
112,my,n
112,jüdische,n
112,unterstützung,n
112,i,n
112,want,n
112,you,n
112,to,n
112,call,n
112,me,n
112,out,n
112,you,n
112,pussy,B-B
112,you,n
112,a,n
112,man,n
112,or,n
112,a,n
112,mouse,n
112,i,n
112,will,n
112,take,n
112,a,n
112,wirklicher,n
112,mann,n
112,i,n
112,will,n
112,not,n
112,take,n
112,a,n
112,mouse,n
112,i,n
112,will,n
112,load,n
112,my,n
112,gun,n
112,you,n
112,are,n
112,sounding,n
112,like,n
112,a,n
112,schwuchtel-muzzie,B-B
112,.,n
50,now,n
50,",",n
50,my,n
50,issue,n
50,",",n
50,is,n
50,staying,n
50,the,n
50,full,n
50,8,n
50,hours,n
50,.,n
36,me,n
36,too,n
36,",",n
36,i,n
36,live,n
36,by,n
36,the,n
36,bow,n
36,and,n
36,during,n
36,the,n
36,summer,n
36,fuckloads,B-B
36,of,n
36,geese,n
36,strut,n
36,around,n
36,here,n
36,shitting,B-B
36,all,n
36,over,n
36,everything,n
36,",",n
36,they,n
36,are,n
36,really,n
36,more,n
36,of,n
36,a,n
36,nuisance,n
36,than,n
36,anything,n
36,.,n
81,highlevel-ignoranz,n
81,",",n
81,hater,n
81,labern,n
81,weiter,n
81,bullshit,B-B
81,.,n
78,scheiß,B-B
78,auf,n
78,fame,n
78,",",n
78,auf,n
78,das,n
78,cash,n
78,und,n
78,die,n
78,bitches,B-B
78,.,n
35,bender,n
35,is,n
35,going,n
35,to,n
35,start,n
35,his,n
35,own,n
35,team,n
35,",",n
35,with,n
35,blackjack,n
35,and,n
35,hookers,B-B
35,.,n
115,instant,n
115,lösung,n
115,neu,n
115,einsetzen,n
115,the,n
115,us,n
115,military,n
115,from,n
115,protecting,n
115,kikes,B-B
115,and,n
115,arabs,n
115,in,n
115,the,n
115,mittlerer,n
115,osten,n
115,to,n
115,the,n
115,border,n
115,with,n
115,mexico,n
115,.,n
8,wer,n
8,hier,n
8,der,n
8,idiot,B-B
8,ist,n
8,sagt,n
8,schon,n
8,ihr,n
8,name,n
8,aus,n
8,...,n
8,gute,n
8,heimreise,n
8,!,n
44,fuck,B-B
44,",",n
44,this,n
44,sub,n
44,is,n
44,a,n
44,parody,n
44,of,n
44,itself,n
44,sometimes,n
44,.,n
71,verwöhnte,n
71,bonzen-slut,B-B
71,",",n
71,auf,n
71,einmal,n
71,kommen,n
71,sie,n
71,alle,n
71,wieder,n
71,",",n
71,sie,n
71,haten,n
71,",",n
71,weil,n
71,ich,n
71,jetzt,n
71,cash,n
71,mit,n
71,rapmusik,n
71,verdiene,n
71,.,n
99,sie,n
99,hat,n
99,flexibility,n
99,",",n
99,wir,n
99,sind,n
99,public,n
99,enemy,n
99,",",n
99,ihr,n
99,police,n
99,academy,n
99,",",n
99,yeah,n
99,.,n
121,wow,n
121,i,n
121,love,n
121,this,n
121,erstgenannter,n
121,inhalt,n
121,of,n
121,you,n
121,calling,n
121,people,n
121,faggots,B-B
121,all,n
121,day,n
121,it,n
121,a,n
121,klares,n
121,zeichen,n
121,of,n
121,intellectual,n
121,dominance,n
121,.,n
84,baby,n
84,",",n
84,dein,n
84,arsch,B-B
84,",",n
84,er,n
84,ist,n
84,nice,n
84,in,n
84,den,n
84,leggings,n
84,",",n
84,warum,n
84,chillst,n
84,du,n
84,mit,n
84,den,n
84,faggots,B-B
84,?,n
135,miss,n
135,america,n
135,shall,n
135,embrace,n
135,beer,n
135,for,n
135,beer,n
135,makes,n
135,fettfrauen,B-B
135,look,n
135,beautiful,n
135,.,n
136,these,n
136,bitches,B-B
136,have,n
136,no,n
136,shame,n
136,they,n
136,are,n
136,so,n
136,starved,n
136,for,n
136,affection,n
136,they,n
136,go,n
136,with,n
136,some,n
136,stinkender,B-B
136,ghetto-niggerh-affe,B
136,.,n
90,blabla,n
90,du,n
90,scheiß-faker,B-B
90,smile,n
90,now,n
90,",",n
90,cry,n
90,later,n
90,",",n
90,mittelfinger,n
90,hoch,n
90,.,n
9,ich,n
9,bin,n
9,mir,n
9,sicher,n
9,",",n
9,kaum,n
9,einer,n
9,der,n
9,weißhäutigen,n
9,kommentatoren,n
9,im,n
9,forum,n
9,möchte,n
9,als,n
9,"""",n
9,kalkarsch,B-B
9,"""",n
9,angesprochen,n
9,oder,n
9,bezeichnet,n
9,werden,n
9,.,n
14,ich,n
14,fänd,n
14,'s,n
14,toll,n
14,",",n
14,wenn,n
14,sich,n
14,die,n
14,pc-bewegten,n
14,als,n
14,vollpfosten,B-B
14,verkleiden,n
14,würden,n
14,;,n
14,das,n
14,passt,n
14,dann,n
14,.,n
120,vereinbarte,n
120,öffentliche,n
120,beschämung,n
120,is,n
120,usually,n
120,enough,n
120,to,n
120,keep,n
120,faggots,B-B
120,in,n
120,the,n
120,closet,n
120,anyway,n
120,.,n
126,gouverneurin,n
126,mcauliffe,n
126,declared,n
126,a,n
126,state,n
126,of,n
126,emergency,n
126,after,n
126,sucking,B-B
126,nigger,B-B
126,cocks,B
126,.,n
4,so,n
4,dieser,n
4,unberechenbare,n
4,dreckskerl,B-B
4,nicht,n
4,die,n
4,verfassung,n
4,noch,n
4,ändert,n
4,",",n
4,ist,n
4,er,n
4,spätestens,n
4,nach,n
4,der,n
4,zweiten,n
4,amtszeit,n
4,von,n
4,der,n
4,politischen,n
4,bildfläche,n
4,verschwunden,n
4,.,n
18,das,n
18,war,n
18,doch,n
18,bestimmt,n
18,dieser,n
18,loser,B-B
18,hecking,n
18,schuld,n
18,....,n
18,der,n
18,kann,n
18,ja,n
18,aber,n
18,auch,n
18,gar,n
18,nix,n
18,",",n
18,dieser,n
18,versager,B-B
18,.,n
39,bros,n
39,before,n
39,hoes,B-B
39,",",n
39,unless,n
39,said,n
39,hoe,B-B
39,is,n
39,really,n
39,cute,n
39,and,n
39,not,n
39,a,n
39,total,n
39,bitch,B-B
39,",",n
39,in,n
39,which,n
39,case,n
39,",",n
39,divide,n
39,your,n
39,attention,n
39,between,n
39,your,n
39,bros,n
39,and,n
39,your,n
39,hoes,B-B
39,almost,n
